"COU","Country","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,5,,
"IRL","Ireland","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15.3,,
"IRL","Ireland","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.1,,
"IRL","Ireland","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,5.4,,
"IRL","Ireland","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,25.6,,
"IRL","Ireland","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,0,,
"IRL","Ireland","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,22.5,,
"IRL","Ireland","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.8,,
"IRL","Ireland","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,80.4,,
"IRL","Ireland","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,83.7,,
"IRL","Ireland","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,19.2,,
"IRL","Ireland","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,21.4,,
"IRL","Ireland","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,70.7,,
"IRL","Ireland","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,54,,
"IRL","Ireland","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,23.9,,
"IRL","Ireland","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,25,,
"IRL","Ireland","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,63.6,,
"IRL","Ireland","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,63.8,,
"IRL","Ireland","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,20.5,,
"IRL","Ireland","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,22.5,,
"IRL","Ireland","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,46685.1,,
"IRL","Ireland","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,53323.5,,
"IRL","Ireland","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,5.1,,
"ITA","Italy","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,62,,
"ITA","Italy","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,62,,
"ITA","Italy","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,71,,
"ITA","Italy","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,71,,
"ITA","Italy","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,74.6,,
"ITA","Italy","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,74.6,,
"ITA","Italy","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,74.6,,
"ITA","Italy","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,74.6,,
"ITA","Italy","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,74.6,,
"ITA","Italy","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,74.6,,
"ITA","Italy","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,74.6,,
"ITA","Italy","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,74.6,,
"ITA","Italy","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,74.6,,
"ITA","Italy","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,78.4,,
"ITA","Italy","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,81.7,,
"ITA","Italy","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,84.6,,
"ITA","Italy","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,78.4,,
"ITA","Italy","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,81.7,,
"ITA","Italy","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,84.6,,
"ITA","Italy","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,78.4,,
"ITA","Italy","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,81.7,,
"ITA","Italy","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,84.6,,
"ITA","Italy","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.7,,
"ITA","Italy","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.7,,
"ITA","Italy","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.7,,
"ITA","Italy","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.2,,
"ITA","Italy","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.2,,
"ITA","Italy","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.2,,
"ITA","Italy","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.3,,
"ITA","Italy","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,12.8,,
"ITA","Italy","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.3,,
"ITA","Italy","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,13.9,,
"ITA","Italy","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,14.5,,
"ITA","Italy","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,15,,
"ITA","Italy","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,6.7,,
"ITA","Italy","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,22.3,,
"ITA","Italy","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,25.8,,
"ITA","Italy","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.3,,
"ITA","Italy","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,81,,
"ITA","Italy","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,85.4,,
"ITA","Italy","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,19.3,,
"ITA","Italy","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,22.5,,
"ITA","Italy","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,65.5,,
"ITA","Italy","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,41.1,,
"ITA","Italy","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,13.5,,
"ITA","Italy","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,39.5,,
"ITA","Italy","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,62.3,,
"ITA","Italy","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,61.3,,
"ITA","Italy","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,22.1,,
"ITA","Italy","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,26.2,,
"ITA","Italy","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,30232.9,,
"ITA","Italy","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,34532,,
"ITA","Italy","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,15.6,,
"JPN","Japan","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"JPN","Japan","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,65,,
"JPN","Japan","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"JPN","Japan","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,65,,
"JPN","Japan","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,43.2,,
"JPN","Japan","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,32.4,,
"JPN","Japan","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,26.9,,
"JPN","Japan","PEN4A","Gross pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,43.2,,
"JPN","Japan","PEN4B","Gross pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,32.4,,
"JPN","Japan","PEN4C","Gross pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,26.9,,
"JPN","Japan","PEN5A","Gross pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,66.3,,
"JPN","Japan","PEN5B","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,55.4,,
"JPN","Japan","PEN5C","Gross pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,50,,
"JPN","Japan","PEN7A","Net pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,49.5,,
"JPN","Japan","PEN7B","Net pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,38.7,,
"JPN","Japan","PEN7C","Net pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,31.6,,
"JPN","Japan","PEN8A","Net pension replacement rate, Female, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,49.5,,
"JPN","Japan","PEN8B","Net pension replacement rate, Female, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,38.7,,
"JPN","Japan","PEN8C","Net pension replacement rate, Female, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,31.6,,
"JPN","Japan","PEN9A","Net pension replacement rate, Mandatory and Voluntary, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,75.9,,
"JPN","Japan","PEN9B","Net pension replacement rate, Mandatory and Voluntary, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,60.8,,
"JPN","Japan","PEN9C","Net pension replacement rate, Mandatory and Voluntary, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,55.3,,
"JPN","Japan","PEN10A","Gross pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.3,,
"JPN","Japan","PEN10B","Gross pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,6.2,,
"JPN","Japan","PEN10C","Gross pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,5.2,,
"JPN","Japan","PEN11A","Gross pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.7,,
"JPN","Japan","PEN11C","Gross pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,6.1,,
"JPN","Japan","PEN11B","Gross pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,7.3,,
"JPN","Japan","PEN12A","Net pension wealth, Male, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,9.5,,
"JPN","Japan","PEN12B","Net pension wealth, Male, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,7.4,,
"JPN","Japan","PEN12C","Net pension wealth, Male, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,6,,
"JPN","Japan","PEN13A","Net pension wealth, Female, 0.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,11.1,,
"JPN","Japan","PEN13B","Net pension wealth, Female, 1.00 of AW","2020","2020","RATIO","Ratio","0","Units",,,8.7,,
"JPN","Japan","PEN13C","Net pension wealth, Female, 1.50 of AW","2020","2020","RATIO","Ratio","0","Units",,,7.1,,
"JPN","Japan","PEN6A","Tax treatment of pensions and pensioners, Worker at average earnings, men","2020","2020","PC","Percentage","0","Units",,,15,,
"JPN","Japan","PEN6B","Tax treatment of pensions and pensioners, Pensioner (at gross replacement rate of average earnings), men","2020","2020","PC","Percentage","0","Units",,,8,,
"JPN","Japan","PEN6C","Tax treatment of pensions and pensioners, Pensioner (at income equal to average earnings), men","2020","2020","PC","Percentage","0","Units",,,20.2,,
"JPN","Japan","PEN14","Fertility","2020","2020","CHLD","Children","0","Units",,,1.4,,
"JPN","Japan","PEN15A","Life expectancy at birth, Men","2020","2020","YR","Years","0","Units",,,81.3,,
"JPN","Japan","PEN15B","Life expectancy at birth, Women","2020","2020","YR","Years","0","Units",,,87.5,,
"JPN","Japan","PEN16A","Life expectancy at 65, Men","2020","2020","YR","Years","0","Units",,,19.9,,
"JPN","Japan","PEN16B","Life expectancy at 65, Women","2020","2020","YR","Years","0","Units",,,24.7,,
"JPN","Japan","PEN17A","Employment rate of older workers, 55-59","2020","2020","PC","Percentage","0","Units",,,82,,
"JPN","Japan","PEN17B","Employment rate of older workers, 60-64","2020","2020","PC","Percentage","0","Units",,,71,,
"JPN","Japan","PEN17C","Employment rate of older workers, 65-69","2020","2020","PC","Percentage","0","Units",,,49.6,,
"JPN","Japan","PEN18","Old-age dependency ratio","2020","2020","PC","Percentage","0","Units",,,52,,
"JPN","Japan","PEN19A","Effective labour market exit age, men","2020","2020","YR","Years","0","Units",,,68.2,,
"JPN","Japan","PEN19B","Effective labour market exit age, women","2020","2020","YR","Years","0","Units",,,66.7,,
"JPN","Japan","PEN20A","Expected years in retirement, men","2020","2020","YR","Years","0","Units",,,17.8,,
"JPN","Japan","PEN20B","Expected years in retirement, women","2020","2020","YR","Years","0","Units",,,23.5,,
"JPN","Japan","PEN23A","Average worker earnings, national currency","2020","2020",,,"0","Units",,,5185180.9,,
"JPN","Japan","PEN23B","Average worker earnings, USD market exchange rate","2020","2020","USD","US Dollar","0","Units",,,48561.9,,
"JPN","Japan","PEN27","Projections of public expenditure on pensions (%GDP)","2020","2020","PC","Percentage","0","Units",,,10.5,,
"KOR","Korea","PEN1A","Current retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,62,,
"KOR","Korea","PEN1B","Current retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,62,,
"KOR","Korea","PEN2A","Future retirement ages for a person who entered the labour force at age 22, men","2020","2020","YR","Years","0","Units",,,65,,
"KOR","Korea","PEN2B","Future retirement ages for a person who entered the labour force at age 22, women","2020","2020","YR","Years","0","Units",,,65,,
"KOR","Korea","PEN3A","Gross pension replacement rate, Male, 0.50 of AW","2020","2020","PC","Percentage","0","Units",,,43.1,,
"KOR","Korea","PEN3B","Gross pension replacement rate, Male, 1.00 of AW","2020","2020","PC","Percentage","0","Units",,,31.2,,
"KOR","Korea","PEN3C","Gross pension replacement rate, Male, 1.50 of AW","2020","2020","PC","Percentage","0","Units",,,18.6,,
